sentence,label
[ number variable number * * number variable number number + variable number / variable + * / + number * / number - variable + ],good
( ( ( [ variable variable * ] ) / number + ( number ) * number ) ),good
[ number ] + number / number / [ number ] / number + variable / number + number,good
number * number + [ variable ] * number - ( number - variable ),good
[ number number + ] / [ variable ] * variable / number + number + number - variable,good
number + variable * number * variable / [ number ] + variable / number + number / variable + variable / number - variable,good
[ number number / number * ],good
[ variable variable variable / number * number + + ] * number,good
( number / variable ) - variable / number * variable * number,good
number / [ number ] / number / ( variable ) / variable - variable / ( number ),good
[ number variable number - - variable / number * variable number - variable / - ] - number * number * variable / [ number variable * ],good
number - [ variable variable / ] / ( variable ) * variable + number - variable - variable * variable,good
[ number number + ],good
( ( variable ) + number * number / number ),good
[ variable variable variable variable variable - number number number / variable - * variable - variable - * + number + * + variable - ] + number * number,good
[ number variable variable + / variable * variable + variable number + / number * ],good
[ variable number - variable + variable number * number + + number variable * + variable * ],good
[ number number + variable variable number / variable + number / number number variable + / + - + number variable - number / - ],good
( ( number ) * variable + [ number ] - ( number ) / ( variable ) - number / ( [ number variable * ] ) + variable ) + variable / number * number,good
( [ variable variable + variable number number / * + variable variable variable - + variable variable variable / * + + ] ) * number - [ number ],good
number - number * number / variable * [ variable number variable - - ] / number + variable * [ variable ] * number / variable,good
( number ) - variable + variable * ( number ) / variable / ( variable ) * number * number * number + [ variable ] * variable,good
variable * ( number + [ variable variable - ] * variable - number - number - number ) + variable + variable - [ number ] * variable * variable - variable,good
( ( variable ) - variable * variable + [ variable variable / number number / / ] ) - variable + number,good
[ variable number number * + variable variable / variable variable - variable / number * / + variable / number + variable * ] * variable / number,good
[ number number number / variable - / number / number variable + + ],good
( variable + ( ( ( variable ) ) * variable ) ) * [ number number number variable + + + number variable * + ],good
number + variable + [ variable ] * number - number + number * number * number * number,good
number + number + variable / number - ( number * number ) + number - number + variable * variable * variable - variable + variable,good
[ variable number variable / variable number + number number number number + * number * * / number / number * variable / * - number variable + variable - / ],good
[ number ] - [ number variable number variable variable * * * * number - number variable - * ] / variable * number * variable / number - number * variable - variable / variable,good
number - variable + [ variable ] - number + variable * number,good
( ( ( number ) ) ) / variable - number,good
[ variable ] / ( variable - number - ( variable ) / variable ) + number / variable,good
variable * variable * number - variable - [ variable ] * number * [ variable number number / variable + + ] / number * number / variable,good
variable + number - ( number ) / number / ( variable ) + number,good
variable / variable / ( number ) + ( number ) / variable * [ variable ] - number,good
variable - ( number ) * number * variable * number / [ number variable * variable / ] + variable * variable + variable,good
( [ variable number - number variable * - ] - number ),good
[ number number variable number number + * + variable variable / variable - number / variable / / - number number * + ] * variable / number / number,good
( variable ) + variable - [ variable ] - number + variable / variable,good
[ variable number variable / number + variable + - number variable + / ] * number,good
number + [ number number + ] + ( variable ),good
number / ( number ) - variable,good
number / ( ( number * number / variable * number ) ) * number / variable,good
( [ number variable number number * * * ] * number - number * [ variable ] * variable ),good
( [ number ] - [ number variable variable + variable variable + - variable / + ] + variable * number ) / number * variable,good
variable * variable - variable,good
variable / [ number number + number + number / variable number / / variable variable variable * * / ] + number * [ number variable / ] * number,good
( variable ) + variable / [ number ] - number / number + number,good
( number * variable * number / [ number ] ) * number / variable,good
( [ number number number number variable - / variable variable * - - * variable * ] ),good
[ variable number variable variable number variable + * / * / variable / variable variable / * ] - ( number + number * variable ) * number,good
( variable - [ variable ] ) - variable,good
number / [ variable variable number variable - * - number number / - variable - ] + [ number ] * number - number * number,good
( variable ) + ( variable - number / [ variable ] ),good
number * variable / variable - variable / variable + variable / number * variable / variable / variable * [ number ],good
variable + number - number / number / [ variable number / ] * variable - ( [ variable ] * variable / number ) + variable - variable,good
[ number variable + variable + ],good
( [ number number variable number number * / - number * * ] * number ),good
( variable + variable ) / ( ( variable ) ) / number / [ number ] / ( variable ) * number,good
( ( [ variable number * ] ) ) / number,good
[ variable number number number / variable - + / ] - number / number / number + number - number,good
variable * number * variable - variable / ( variable ) * number + variable / variable,good
( [ number ] * variable + variable / variable / number - variable ) - variable + number - number * variable,good
( variable + variable / number - ( number ) - number ) - ( [ variable variable variable number number / / variable variable variable * number / - number number * + * number + - * ] ) - number - number * number / variable,good
( ( ( ( variable ) * [ variable ] * number ) ) ),good
[ variable number number number variable / + number - variable number * variable * / number variable - + number number + number * / * + ],good
( [ variable number / variable number / variable / - ] / variable ) + number,good
variable * [ number ] - variable - number - number / [ variable number / ] + ( number ) * variable,good
number + variable / variable * variable / variable * ( [ number number + ] ) + number - ( variable ),good
( ( variable ) * number * [ number ] / variable ) - [ variable ] * number / variable + number - number / number,good
[ number variable * ] * number / variable / number * ( ( ( ( variable ) ) ) / variable ) - variable,good
[ number variable number * number * number - / number * ],good
variable / [ variable number variable variable - - - variable + variable + ] * number / variable - number - number - number,good
[ number variable + number * number number + variable + variable + / number / ] - number,good
number + [ number number number - / ] / variable * number * [ number variable * ] - variable,good
variable / ( variable ) * [ variable ] + number,good
( ( ( number + number ) ) / number ) / number * variable * ( [ variable ] + variable ) * [ number ],good
variable - [ variable variable number variable variable variable - / number + number - - / number + / ],good
number + variable + variable - ( variable - ( number * variable - number ) ) + variable,good
( variable - variable ),good
( variable - number / number / variable * [ number ] / number ),good
[ number variable number / number - + variable / number - ] * variable / variable - variable + ( variable ) - number + variable + number + variable,good
variable / [ number number variable variable - number variable * variable + - - + variable number number * + variable variable + + / variable / ] / number * number - variable * variable / variable,good
variable - [ variable number number + + number / ] + variable + number + ( variable ),good
( ( [ variable variable + number - ] ) ),good
[ number number number variable variable number * variable - variable * / + number / / number number + * number + * ],good
number * number - variable + ( number ) * variable - variable - [ variable ] + variable + variable * variable / variable * variable,good
number + variable / [ number ] + [ variable ] - ( number ) / [ number ] + number,good
( number / number / [ number ] - variable ) + variable * number * variable - number + variable - variable - number,good
( ( ( number ) + [ number number + ] - variable * [ number number number + / ] / variable ) ),good
( [ number ] + variable - number * number + number / variable * variable - variable + number ) * number,good
( ( ( [ variable variable number variable variable + * number * * - number / number + ] ) ) + [ variable ] ),good
( ( number * variable - variable - number - variable - number / variable * variable * [ variable ] ) - number ) + number * ( [ number ] ),good
variable * number / variable / [ number ] * number * [ number ] / variable - number * number - number - variable,good
( [ number number number variable - + / ] ),good
( ( variable ) * number / number - variable - number - variable / variable / variable * variable ) * number * number,good
[ variable ] - ( number + number - number + number ),good
[ variable variable number / + ] / number,good
variable + number * number * number - variable + ( variable / variable - variable ) - number,good
( [ variable variable variable number - + * variable / ] - variable / ( number ) - number + number - variable ),good
number - variable * variable * number,good
( variable + ( number ) - variable + variable * variable / variable ),good
( variable ) * ( variable ) - number,good
variable / number - ( number * number - ( variable + variable ) / variable / variable / number ),good
( ( variable ) ) / ( variable - [ number ] ) / variable,good
variable + variable - variable * number / number * number * number,good
( [ number variable variable / + number - variable + variable number variable variable variable number - variable variable / / - / - * / number variable variable variable * * - variable / / ] ),good
[ variable number variable variable * + variable + variable variable / number / number * / - ] - number + number - number,good
number / ( [ number number / ] - variable ) / number * number,good
number * variable - number / [ number ] - variable * variable - number / ( variable ) * [ number ] + variable / number,good
[ variable number number - / variable variable * variable - * number variable + - ] + number - number,good
[ number variable - ] - number,good
[ variable number number / - number number + / ] * [ number variable number / - ] / [ number ] * variable / number,good
[ variable number * ] + variable * variable - number * number * number - number - variable,good
variable - number + variable / variable - [ number ] - variable * number + number - variable / variable - variable,good
number - [ number variable * ] + number + variable / variable * variable,good
( variable / ( [ number variable variable - - variable + variable - ] ) ) * number,good
( [ variable ] / [ variable ] - [ number number variable * + ] / variable - variable - number ) + number - number,good
number * ( variable / ( variable ) / variable ),good
[ variable number number number variable - variable - - * number variable variable * + / + number - ] / number,good
( number ) * [ number ] * variable - [ variable variable / variable / ] / number + [ number ],good
[ number ] + [ number variable / variable - variable variable * + ] * number + variable - number + number + number,good
( [ number number number number - number - + + ] ),good
( number ) / [ number number variable + variable / variable + - ],good
variable * [ variable variable number - - ] * variable + variable / [ number ] / variable,good
[ variable number * variable / number * number variable number variable variable number * number * number variable + + variable + * - + / - number * number - ],good
[ variable variable number variable number number / variable + / number * number / * * + number variable * + ] + ( variable ),good
variable - [ variable number number * / number * variable / number number + + ] - number,good
[ variable variable + number variable / + number / number number variable number / number / - / * number * variable - ],good
( [ variable number variable number * number * variable - number / / / ] / [ variable ] - number ),good
variable - variable + variable / number + number + variable + number + variable + [ variable number * variable variable number * * number * / ] * variable - number + variable + number,good
variable - [ variable number / number variable variable number / number - / * number + / ] / number / variable,good
[ variable number number number / variable * * number - + variable - number number / + ] - variable,good
( [ variable number number number / / variable - variable variable variable * * + number - * number variable + * ] ) - number - number * number / number,good
variable * ( variable - variable ) * variable + ( variable ) - variable - number,good
[ variable variable number * number * / number + variable number * * number - number number - + ],good
( ( variable ) + ( number + variable * variable ) + variable - variable - number ),good
[ number ] + [ variable ] / ( [ number ] ) - variable * number + number / variable + variable + variable / variable / variable - variable + number - number,good
( ( [ number ] - variable / variable * variable ) - number * [ variable number / ] ),good
( number - [ variable variable number - * variable / ] - variable / variable ) / variable,good
[ number ] / [ number number variable - variable + variable variable number - * * variable variable / * / ] + variable - variable - number * variable,good
variable / [ variable variable number - number / number - number variable + + / number number + * ],good
( variable ) * [ variable variable variable - number + number - * variable variable * number number / number - / / ],good
variable / variable + number / number * variable / variable + variable + variable - number + number - variable,good
( [ number number / ] ) * variable * number * number - variable * variable - variable + variable,good
variable - number - number * ( [ number ] / variable ),good
number / ( variable ),good
[ number ] - [ number variable number number + * + number variable * number / / variable + ],good
( number ) * number / ( number * variable ) / number + number - variable + variable / variable - variable / number / number,good
[ number number variable number variable + variable * * - variable / + variable variable variable / - + ] * variable,good
( [ number number number * variable - - ] + number ),good
( ( ( ( ( number ) ) ) ) * number ) * variable,good
( variable ) - variable + [ variable variable / ],good
[ number number number - variable / variable / * ],good
number / ( [ number ] - variable ) * number,good
variable + number - number,good
( ( variable ) + variable + number * ( number ) ) + [ number ],good
[ number number number number / + + number number * + variable - variable * ] / number * number,good
number * number - ( ( number ) ),good
number / ( number / variable ) * number + variable / variable * number / number,good
variable / [ number number - ],good
number - ( number * [ number variable variable - * variable - ] ) * variable / ( variable ) / variable - ( number ),good
variable / variable + variable / variable - variable + variable + variable / variable * number + variable,good
( number - variable * number * number * variable ),good
number + variable - [ number ] * number,good
( ( number + variable ) - variable - variable ) * number * [ number ] - number + [ number variable - ],good
number - ( variable / number ) + [ number number variable number - variable / + * ] + variable + variable - number - variable,good
number / ( variable ) / [ variable number variable number variable / number / + / variable * variable + * ],good
number + ( [ variable number variable - / variable number * variable variable / number / variable / + - variable * ] ),good
[ variable variable variable number - number - * variable variable * variable number + number * / variable + - + ] + variable,good
[ number variable variable - * ],good
( ( [ variable ] + variable + [ variable ] + variable ) ) * variable,good
( [ number ] / number * number - variable - variable - variable - variable * ( variable ) - ( variable ) - number ),good
[ variable ] * variable * [ variable ] * number + [ variable ] + [ number variable * ],good
variable / [ variable variable + ] + variable,good
number * number - ( [ variable ] ) + variable - number * variable + variable,good
( number ) / [ variable ] - variable,good
( ( ( [ variable ] ) - number ) ) / variable,good
( ( number * variable * ( variable ) ) - variable * variable ) * [ variable ],good
variable * variable * number / number + number * variable + ( variable ) + variable / ( variable ) + number - variable + number,good
[ number ] / number,good
( variable - variable - [ variable ] ) * number - [ number variable number variable variable + / variable * * - ],good
number / variable / ( variable / [ variable ] ) * variable + number - number / variable * [ number variable / ] / number,good
( variable * number + variable - variable ) / number * number,good
number / [ variable number number + variable variable number number / number number / / variable / + / variable + / + number + ] * variable,good
( number / variable ) - ( [ number ] - number * number / variable * [ variable number + ] * variable ),good
( variable ) / variable * number * variable + [ variable number variable * - ] / variable / number - variable * number,good
[ number number - number / ] - [ variable variable / ],good
variable - variable + variable - [ number ] - variable,good
[ number number variable number variable * / / variable * variable variable - / - ] * number,good
[ variable number number number - variable variable + / variable + - variable / - number number variable / * number / + ] - ( number ),good
[ variable number number / number + number - * ],good
( number / number / number * variable - number / number * variable ) / ( number ) + number,good
[ number ] - [ number variable variable + number - number variable + / - ] + number * number - ( variable ),good
( variable ) * number * variable + variable * ( number ) - [ variable variable + number / ],good
[ variable ] / variable / ( variable / number ) + variable / [ number ],good
variable * ( ( ( variable ) * number - number ) - number / [ variable ] ) + variable / number + number,good
( variable / variable ) / variable + variable * variable / [ number ],good
number - number / ( ( [ variable ] ) * ( variable ) ) * variable,good
number + variable / variable - number,good
( ( [ number variable + variable number * variable variable - - - variable + variable * ] ) ),good
[ number variable variable variable - - * number - variable variable - * ],good
number - [ number number + variable variable - * variable + variable * number variable * / ],good
( ( [ variable variable - ] / variable ) ),good
[ variable variable / number variable + number variable / / - number * ],good
( ( number / number + number * [ number ] / number + number - number ) ),good
( variable + variable - variable - number ) + variable,good
variable / [ variable number variable * number - - variable / number * ] - number - number / number - number / variable,good
( ( variable ) ) * variable * [ variable variable / variable + ] * variable * ( [ variable ] ),good
[ variable number variable - * number variable / / ] + variable * ( variable ),good
[ variable number number * * ] + variable / number - variable - variable - ( variable / number ),good
[ variable number number / number + + number variable number + + variable - variable / - ] * number / number * number,good
( [ number number variable * / number number variable * / * number number - - ] * number ),good
( variable - ( number * variable ) / number ) / number / variable * variable / number * number + variable - number,good
number * variable * variable + number - ( number ) * number / variable,good
number + variable + ( ( ( number ) ) * [ number ] * [ number ] ),good
( variable ) + [ number ] + variable / [ number ] / number,good
number / [ variable variable variable variable + number number number + + + / number + variable + * number + ] + number,good
( ( variable ) + ( variable ) / variable + [ number ] + number * number * variable ) - variable,good
variable / ( number / [ variable variable variable number number * number + variable variable / * / + number variable + / + number / ] * variable + number ),good
variable / variable / ( ( [ variable ] ) ) / [ variable ],good
( ( number ) * number / [ number ] * number ) + variable,good
( number + number / number - number - number / variable / number - variable / [ number ] + number ),good
( number + ( ( [ variable variable * ] ) ) ),good
[ number number number - variable - number number number / + variable + + number number variable - / variable * / variable * variable * / ] + variable,good
variable + ( number ) / ( [ number ] ) * number,good
number + variable * ( [ number variable variable variable number number * * number + + number + / / variable - ] ),good
[ number number number number variable - variable + variable number - / variable - * variable / variable * / variable * variable / / variable / ],good
( number ) + [ variable ] * variable * variable,good
[ number variable / number variable - number / + number number * variable - - variable * ],good
number + number / variable + variable / ( variable - number + variable / number ),good
[ number variable number number variable * / * - variable * number - variable + number / number - ],good
( number ) * ( [ number number - variable - ] ),good
( ( [ number variable number number * - / number * variable + ] / variable - number + number * number ) + variable * number ),good
number + number + variable + [ variable ],good
( number ) / ( ( variable / number / variable ) + number ),good
( variable * variable + number + number - number ) / number,good
variable + [ variable ] / [ number ] - number - variable + number + [ number ] + variable - variable * ( variable ) - number / number + variable - variable + number,good
variable - [ number variable - ] / variable - [ variable number + variable variable - - ] / number / number - variable - number / variable,good
number - variable - variable * variable * variable - [ variable number * ],good
variable - variable / variable + variable / variable * variable / variable / ( variable ) / variable * number - variable,good
number - number + [ variable ] / ( number ) + variable,good
[ number number + variable variable - variable / number / + ] * variable + [ variable ] - variable * variable - variable + number,good
variable + number / number * number + variable * [ number ] + number - number - number - variable - variable * [ number variable + ] - variable,good
variable + ( [ variable variable variable - number number * / * ] ),good
variable + number / variable + variable - [ variable ] * number + number * number * number - variable + number,good
[ variable number number + number + - number - number variable / variable / - number * variable / ],good
variable / variable / number - variable + variable - number - number - variable - number * ( variable * number ) / variable / variable,good
number + ( number ) / number + [ number ] * variable / [ variable ] - variable * variable,good
( variable * ( number ) + variable / variable / variable * ( number ) ) - variable,good
[ number number * number * variable / variable number * number - + ],good
( number + [ number number number number + variable variable variable number * / number number number + * - * - variable + * / variable - ] ),good
( number * variable + [ number ] / number ) * [ number variable + number + number - ],good
( number ) / [ number number variable number / - - ] - variable,good
[ variable number * number variable * number - + number variable * / number number + / ],good
number * variable - variable * number / [ variable ] - variable * number,good
variable + [ variable variable / number variable * variable - / variable - ] + number - number,good
variable / ( variable * number - number ) * variable + variable / variable,good
variable - variable + [ number variable variable / * variable - number variable variable + * variable * * ] - variable * variable,good
( ( variable ) + variable / number + number ),good
[ number number - number variable / / number number variable variable number / number number * * number variable - number - * - / / / ],good
number / variable / number * variable + [ number ] * number,good
number + variable + ( variable ) + ( number ) - number / variable - variable,good
[ variable variable + number - number number variable number - number + - number + number variable / number - + / + variable - ],good
( ( variable - variable - variable + ( variable * variable - number ) * variable ) / ( variable ) ),good
number + number + number * number * variable - [ variable ] - ( variable + number ) / number / number / number + number / ( [ number ] ),good
( ( variable - variable ) ) * number,good
[ number number number variable + - number number number number number + variable number * * variable / - - variable * variable / + number - * * ],good
variable + ( variable + number + variable - number + number ) * variable + number - number * variable * variable + variable,good
( variable * [ number variable - number * number - variable / number + ] ),good
( number ) + variable + variable + number * number * variable - number + number / variable - variable * variable * [ variable ] / variable,good
[ number ] * variable / [ variable ] - [ number number variable - number + variable + - number / ] / number,good
( ( variable ) ) - variable + number + variable * ( number ) / variable,good
( [ number ] - [ variable variable * ] - variable / number ) * number - variable,good
variable / ( [ variable ] - number * number * variable * number * variable + variable + variable ) / variable * variable,good
( variable ) - ( ( number / variable - variable * ( variable ) / ( variable ) / number ) ),good
( [ number ] ) + [ number ] - [ number ] * variable - variable,good
variable / variable * ( number ) + number * variable * variable + variable * number + variable * variable + variable + number + number + variable,good
( variable ) - [ variable ] / [ variable ],good
( ( variable ) * number + ( number ) / number - number - [ number ] / variable ),good
[ variable variable number number - number - variable / / number * variable * - number * ] / ( variable ) - number / variable,good
( variable + ( [ number ] + number ) + variable - ( number ) ) - variable + number,good
number / [ variable variable number + + ] - variable,good
[ variable number number + variable variable + * * variable number - - number / ],good
variable * number - number - [ number ] / number - variable,good
( [ variable variable variable number + variable number variable variable * variable * + variable / + number + / - - ] / number ),good
variable + [ number variable number number + + number number - / * number number * * ] - number / number / variable / variable / variable,good
( ( number / number * number / [ variable ] ) - variable - variable ) - variable / variable,good
number * ( number ) - ( number - variable + number ) / variable / variable * variable,good
( [ number number - number * variable - ] ),good
( ( variable ) ) * variable + number + number - number + number - number * number + number,good
variable * number - ( [ variable variable variable number - - number * variable + number * / ] * variable - variable ),good
number * ( variable / variable / number ) / [ variable ] + variable - number / number * number * variable,good
( variable ) - number * variable + ( [ number ] + variable + number * variable - variable ) - variable / number,good
( [ number variable - ] * variable - variable - number ) / [ variable ] * variable / number * variable - ( variable ) + number,good
( number - [ number number + ] * variable ) / variable,good
number - [ variable ] - ( number - variable * [ variable ] * number / number * number * variable ) / [ number ] - number,good
( ( variable ) ),good
[ variable variable variable + variable + * number / variable * variable variable / number variable / - / ],good
variable / variable * number / number * variable * number / variable / variable,good
( variable ) - [ number ] - number / [ variable number - variable + number variable + variable + variable * * ] + variable - variable,good
( variable - ( number + number / variable - number ) + variable - number * variable ),good
[ number number number number + + number variable - number + number * number * - - variable / number - ],good
( [ number variable * number number + variable variable * number - * + variable * variable * variable / number + variable variable number / * number variable - / number + / variable number - / variable - ] ),good
variable / variable / number * [ number ] + ( ( variable ) / number / variable ) + [ number ] - number / variable,good
variable + variable - ( number / ( variable + number - variable * number + number / variable - number ) / variable - number ) / number,good
number / ( variable / variable - number - number + ( variable ) / number + ( number ) - variable ),good
( [ number ] / number - variable * number - variable + variable - [ variable variable + variable / ] - number ) - number - variable / variable,good
[ number number variable number variable + variable - + / - number number * + variable / number - ],good
( variable / number + [ number number / variable - ] - ( [ number ] ) ) + variable + [ variable variable number - + ],good
( [ variable ] * number * number * variable + ( number ) - variable - variable * number ) * variable,good
( ( variable / variable + ( number ) * number * number * [ variable ] / number / number - variable + number / number * number ) + variable ),good
( number * number + [ number variable - ] / variable - number / number ),good
[ number ] - ( ( number ) / number * number - number ),good
[ number variable variable * variable * + variable - variable - variable - number number number * * / ] * number - [ number ],good
[ variable variable * variable variable variable + number - variable - / number + * variable + ],good
( number + variable + variable / variable * [ number ] / variable * variable * variable - number * variable ) / variable - number,good
number * number - [ variable ],good
[ variable number + number * variable * ] - [ number number * variable + ] / number + variable,good
number / variable - number + ( ( ( variable ) ) ),good
( variable * variable ) - [ variable number + ],good
number * variable - number + ( number ) + variable / number - number / variable,good
( ( ( variable ) / variable / variable * variable / number ) + ( variable ) * number * variable - number ) - number,good
variable / number - [ variable ] + number - number * variable + variable,good
variable * number - [ number number / ] + variable - number,good
[ variable number variable number / number number variable / - number * + number variable - - variable - * variable / * variable number - - ],good
( variable + ( [ number number number + + number * number * number + ] ) ),good
[ variable number * number number - number * variable number / variable / variable - * number * number variable number * / + variable + + ] * variable * ( ( [ variable variable - ] ) ) * variable,good
[ variable ] + variable * ( variable ) * variable - number / variable / variable - number - [ number number - ],good
( ( number + variable ) ) * variable / ( number ) / variable,good
[ number variable variable variable number number / variable + variable + * number * variable * / * / ],good
[ variable number number number variable - number variable - + - number + * variable * - number number + number * / ],good
( number * ( ( ( variable + variable ) * ( [ variable ] ) / variable ) ) * ( number ) ) / [ variable ],good
number - ( ( [ number ] ) + number - number / [ number number number / - ] - variable ),good
[ number ] + [ number ],good
( [ number ] + number - variable ) * number * number,good
number * ( ( number ) ) / ( variable ) - number,good
[ variable variable number * variable number variable variable - * / number - + + ],good
variable + number - number / number * variable * number + ( variable ) - variable / variable * [ number ] / number,good
[ number number variable - number number number / - number + number number / * / variable - variable / - variable + ],good
( number ) * number + number + number + [ number number - ] + number - variable,good
[ variable variable number / / number / number * ] * [ variable number number - * ],good
[ number number + variable - number number + number variable + + + variable - ] + number * number,good
[ number number number + number variable + variable number + + variable * * number - number number number number - - / / variable + + ] * variable,good
( number * number ),good
( [ number variable + variable variable number * number - - - variable * variable number number - number number - / + + number + ] ) + ( number ) / variable,good
[ number ] * number + number + [ variable ] / [ number ] + number - variable / number - number + variable / variable,good
[ variable number number + + ] - number * number / variable,good
[ number number number - * variable number + number variable / / / ] + variable,good
( ( ( number / variable * variable - variable ) - variable / variable + ( number ) ) * variable ),good
( number / number - number + number * variable - ( number - number ) + number - number * number ),good
( [ variable number number number + - * variable number - number + * number variable - * variable + number - ] ) * [ number number * ] * variable,good
( [ variable variable * number number variable - number variable + * * - number variable - - ] ) - variable,good
[ number variable - variable variable number number - variable * * * / variable number * * variable / variable - number / ],good
number + number - ( variable ) * [ number ] / ( variable ) * variable + number,good
variable * variable + variable + [ number ] + ( [ number ] ) / number - number / number + number * number,good
( [ variable ] + ( number ) / variable - variable ) - number / [ variable ] * variable / variable / number + number,good
[ number variable number / variable / / variable number * variable variable * variable + variable + * - ],good
( [ number ] ) / ( variable + number / variable * number / variable ),good
[ variable variable + number number + variable number - - * variable / variable / number number / - variable * variable - number - ],good
[ variable number - variable / ],good
[ number number * number / number - variable + number variable - variable * - variable / ],good
[ variable variable / variable number + - variable - ] - number - number,good
variable - [ variable variable * variable number number + number number - number number * * number number / / + - variable * - variable variable - - ] - variable * variable + number,good
( number - number ) / [ number ] + ( variable ) + number - number - variable * variable - number / variable,good
[ variable variable + number variable + number - number / number / number variable number + / - * number number number + + - ] + variable,good
[ variable number number / / variable variable variable + / number * number + variable * - ],good
( number - [ number variable number + number number + / + number - variable variable * variable variable variable - * / + ] - number ) * number,good
variable + number * variable * [ number ] / number * number,good
( ( number ) ) - variable * variable - variable,good
number + ( variable ) + number + number / variable * number - variable * number,good
variable * ( ( ( ( number - number ) ) ) * variable ),good
( ( [ number number variable number number variable number + - - + / / number + variable + variable variable - / number / number / ] ) ),good
number * ( [ number variable / ] + number ) / variable,good
variable / ( variable / [ number ] * ( number / [ variable ] ) * number ) - variable,good
[ variable ] - variable / variable - variable - number * number * variable / number * variable - number - variable / variable / number,good
[ number variable number / variable variable - * + number * variable - ] - variable,good
number - [ number ] - variable - variable,good
number - number + ( ( variable ) ) * variable + [ number number variable variable + + / ] + variable,good
number + ( number - number - variable / ( variable - variable ) - variable + number ) * number,good
( [ number number + variable + ] ),good
( variable + number - variable / ( variable * variable ) ) * variable - number + number,good
[ variable number number number variable number + + variable variable * + variable - - variable / * variable + - ],good
( number * variable / number + variable * number ) / ( variable / ( variable / number ) ) + number,good
( [ number number number variable variable * - variable number - / + variable / + ] ) + number,good
variable + [ number variable + ] - ( number + number * ( variable ) ) + variable * number + variable / number - number,good
[ variable number * variable number * number * - ],good
[ variable number / ] + variable * number / number - ( variable - [ variable ] ) - ( variable ),good
( variable - number * number + variable / variable ) / variable / [ variable ] - number - number,good
variable + [ variable ] * [ variable ] / variable * variable / variable + number,good
[ number ] / variable / variable / [ variable ],good
[ variable variable number variable - + variable / * variable variable / number - number + number + number * + ] + variable + number - number,good
( ( ( variable - number - number / number + number ) ) + variable ),good
( [ variable variable number / - number number / - number * ] * number + variable * variable / number / variable / number + variable + number ),good
variable / [ number number variable / variable + number + variable / number + + variable + ] - number + ( number / number - number ),good
( number ) + [ variable ] / variable - variable,good
[ number variable * number / number variable / * variable number + number - number number * number / * * number + ],good
variable / [ number ] / number / [ variable ] + variable / variable / variable,good
( ( variable ) * ( [ variable variable variable / + ] ) ),good
( ( number / variable / variable - number * variable ) / variable / number ) * number / variable + variable - variable + ( number ),good
variable * [ variable ] - number * [ number ] + [ number ] * variable - variable + variable * variable,good
( ( number ) ) / variable + number - variable * number / number + variable,good
[ number ] * variable - variable - number + variable * variable + number,good
number * variable / number - [ number number number number * number variable + variable * / * + ] - ( variable ),good
variable / number - ( variable ) - [ variable ] * variable,good
( number * [ variable number + ] - [ number variable / ] * number ),good
[ variable variable variable variable + number variable * - * - ],good
variable + [ variable variable variable variable * * number - variable + + variable - number * variable variable * number / - ] / variable * number,good
( ( number / number - number ) * variable - variable + number ),good
( number / number ) - number,good
number + ( number ) / number + number / number + variable - variable + variable * variable + ( number ),good
number + ( [ variable ] ) + variable * number + number + ( [ number number - number * number number * / ] ) / number - variable * number / variable,good
number + [ number number number variable * number / * / ] + number - number / variable / variable / ( [ number ] ),good
number + ( variable + [ variable ] ) / ( variable - variable ) / number + number - number,good
[ number variable number variable + number number variable / variable + / variable + number * variable + variable - * variable / / - number * ],good
[ number variable + ] / number * [ variable ] * ( [ variable ] ) * number * number,good
( ( ( variable ) ) ) + number / number * ( number ) - [ variable ] / number + [ variable ],good
( ( variable ) / variable / variable - variable / number * number ) * number,good
number / ( [ variable variable variable / number + variable variable variable variable + * / number / - / variable / ] ) / number,good
number / number * ( ( ( ( variable / variable - variable - number ) ) ) ),good
number + ( ( number ) ) * variable + [ variable variable * ] * variable / number,good
number - number * number * number - variable - variable * variable - variable - number * variable,good
[ variable variable / variable number / variable + number + number variable variable - number number variable - + variable - - - * + ],good
number / ( [ number number + number number number / * * ] - number ) + [ variable ],good
[ number ] + number + ( number ) / number / variable + variable - variable,good
[ variable ] - variable - variable + variable / variable / variable * ( number * variable ) - variable * variable,good
( [ number variable + variable + ] ),good
( number * [ number ] / variable ) - [ number ] - variable - number + variable,good
number * [ number ] + number / [ number ] / number,good
( variable ) / ( number ) * number / number / variable + number + number,good
[ number number number number + - number * variable number * - variable + + number - ],good
( ( number - [ variable ] / variable * [ number ] / number ) + number * variable ),good
( number - [ number variable number + number * number - / variable + variable / variable + ] - number ),good
variable / ( number - number - variable ) - variable - ( ( variable ) - number ) / variable,good
( number * [ number number - variable number - - ] ) / [ number ],good
number / variable / variable - number + variable - variable * number + variable,good
[ number variable number number variable - number - number variable / / variable + + - - number * ] - number,good
[ number variable + number * number * ],good
variable * ( ( variable ) ) * variable / variable + number * variable - variable / number * variable / variable - variable / variable,good
number / ( number ) / number + variable - number / [ number number + ],good
[ number ] / [ variable variable variable - variable * / variable / ],good
number - number * ( [ variable number variable * / ] ) * ( variable ) + ( variable ),good
( variable + number - number + [ variable ] / number - number / variable / variable ),good
[ variable number + number variable * number number number number - variable number * - - * variable * * + number number * / ],good
variable / variable - ( [ number ] ),good
variable + ( ( [ variable ] ) ) * number * number + number - number,good
